"id","title","grade","value"
164,"Entel, Claro, Movistar y Bitel: la guerra de precios2",11," Entel ofrecerá tres paquetes con la tarifa de S/ 0,20 por minuto para llamadas a cualquier operador y a tres países del extranjero: Estados Unidos, Canadá y Chile"
164,"Entel, Claro, Movistar y Bitel: la guerra de precios2",11,"Por su parte, Claro también sacará al mercado tres promociones con las mismas especificaciones"
164,"Entel, Claro, Movistar y Bitel: la guerra de precios2",11," La nueva tarifa regirá de la siguiente manera: la primera de cinco minutos por un día a S/ 1, la segunda de quince minutos por tres días a S/ 3 y la tercera de treinta minutos por siete días a S/ 6"
164,"Entel, Claro, Movistar y Bitel: la guerra de precios2",11,"Por otro lado, Movistar indicó que no modificará sus planes actuales, pues ya cuenta con tarifas especial de S/ 0,16 para usuarios"
164,"Entel, Claro, Movistar y Bitel: la guerra de precios2",11," Dicha promoción solo aplica para los usuarios de su propia red, no para llamadas al extranjero ni a otros operadores"
164,"Entel, Claro, Movistar y Bitel: la guerra de precios2",11," En los tres planes tarifarios cobra desde S/ 0,35 por minuto"
164,"Entel, Claro, Movistar y Bitel: la guerra de precios2",11,"Finalmente, Bitel cuenta con planes control, prepago y pospago"
164,"Entel, Claro, Movistar y Bitel: la guerra de precios2",11," Sin embargo, cuenta con planes para prepago y pospago menores a S/ 30 con opción a recarga"
164,"Entel, Claro, Movistar y Bitel: la guerra de precios2",11," Además, las llamadas a los números RPB con una duración menor de 10 minutos son gratuitas"
164,"Entel, Claro, Movistar y Bitel: la guerra de precios2",11,"El dato:"
164,"Entel, Claro, Movistar y Bitel: la guerra de precios2",11,"Entre julio de 2014 y marzo de 2015, 313 230 usuarios de telefonía móvil cambiaron de empresa operadora"
164,"Entel, Claro, Movistar y Bitel: la guerra de precios2",11,"Entre julio de 2014 y marzo de 2015, 313 230 usuarios de telefonía móvil cambiaron de empresa operadora"
136,"Los problemas de los otros peruanos2",10,"Las encuestas dicen que la inseguridad ciudadana es el tema que más preocupa a los peruanos (un problema tan agudo que incluso ha generado una campaña ligada con el fujimorismo y que consiste, para variar, en naturalizar la violencia como antídoto contra la violencia)"
136,"Los problemas de los otros peruanos2",10," Cuando esas encuestas hablan de inseguridad ciudadana se refieren a la multiplicación de los asaltos callejeros, los atracos en establecimientos públicos, las modalidades de robo en domicilios y locales comerciales, y al hecho de que incluso los delitos más anodinos se cometan hoy a mano armada"
136,"Los problemas de los otros peruanos2",10,"Ese concepto de inseguridad ciudadana está asociado con nuestra idea de que ciudadanos son quienes viven en las ciudades, sujetos a su violencia"
136,"Los problemas de los otros peruanos2",10," El problema, entonces, es el crecimiento de la criminalidad en Lima, donde vive un tercio de los peruanos, y cinco o seis otras ciudades populosas, y la aparición de bandas criminales en urbes medianas donde hasta hace poco la delincuencia no era organizada o era menos violenta"
139,"Reglamento Nacional de Tránsito2",10,"Artículo 67°"
136,"Los problemas de los otros peruanos2",10," Eso significa que, como lo entendemos, el problema de la inseguridad ciudadana es el más preocupante en un universo que agrupa a la mitad de los peruanos"
136,"Los problemas de los otros peruanos2",10," No es el que más angustia a la otra mitad, que vive en ciudades pequeñas o en pueblos o en caseríos, incluyendo al 23 % que vive en zonas rurales"
136,"Los problemas de los otros peruanos2",10," La primera es dejar de usar el término inseguridad ciudadana, que parece implicar que los únicos ciudadanos son los de las urbes mayores"
136,"Los problemas de los otros peruanos2",10,"Por tanto, además de combatir el problema, que es real, tenemos dos tareas más por delante"
136,"Los problemas de los otros peruanos2",10," Por cierto, algo más que ignoramos es cómo perciben esos peruanos su propia seguridad, porque no solo en las urbes se tiene derecho a vivir seguro"
136,"Los problemas de los otros peruanos2",10," El segundo es enterarnos de cuáles son los problemas más angustiantes para la otra mitad de los peruanos, esos a quienes la prensa llama “pobladores” o “habitantes”, como si pertenecieran a otra categoría, una tan secundaria que ni siquiera sabemos, los demás, qué cosas entienden ellos como sus peores problemas"
137,"¿La “otra” novela juvenil?3",10,"En 1951, el norteamericano J"
137,"¿La “otra” novela juvenil?3",10,"D"
137,"¿La “otra” novela juvenil?3",10," Salinger publicó The Catcher in the Rye (El guardián entre el centeno), una novela corta que, escrita desde la perspectiva de un adolescente, tuvo un éxito asombroso"
137,"¿La “otra” novela juvenil?3",10," Traducida a varios idiomas, se convirtió en una novela de culto que marcó a muchas generaciones que se vieron representadas en su protagonista, Holden Caulfield, un adolescente rebelde e inconforme que observa la hipocresía de la sociedad con pesimismo e ironía"
137,"¿La “otra” novela juvenil?3",10," Puede decirse que inició una suerte de nuevo “género”, el de la “novela juvenil” que instauraba el protagonismo de los jóvenes cuya voz hasta entonces había sido ignorada"
137,"¿La “otra” novela juvenil?3",10," (…) En realidad, pocos escritores habían escrito sobre su juventud mientras eran jóvenes; pero hacia mediados de los años 50, y principalmente en la década del 60, surge una generación de jóvenes que con un lenguaje coloquial y teniendo como referentes al cine, rock, TV, cómics, novela negra, ciencia ficción, escribieron sobre sus experiencias"
137,"¿La “otra” novela juvenil?3",10," La búsqueda de identidad, el descubrimiento del amor y del cuerpo, la brecha generacional, los conflictos políticos, el amor, el erotismo, las drogas, etcétera, fueron temas recurrentes"
137,"¿La “otra” novela juvenil?3",10," Las novelas con este tipo de contenido juvenil fueron grandes éxitos de ventas, pues por primera vez los jóvenes tenían voz; eran jóvenes escribiendo sobre jóvenes; es decir, la juventud se convirtió en tema literario"
137,"¿La “otra” novela juvenil?3",10," (…)"
137,"¿La “otra” novela juvenil?3",10," Lo cierto es que las sucesivas generaciones continuaron escribiendo, con las variantes que las preocupaciones de cada época y lugar marcaban, novelas que se inscribían en este género: pensemos en la llamada “Generación X” formada por jóvenes nacidos en los años sesenta y que debe el nombre al título de la novela de Douglas Coupland, Generation X: Tales for an Accelerated Culture publicada en 1991"
137,"¿La “otra” novela juvenil?3",10," Para muchos, el paso del tiempo convertiría a este género en intrascendente"
137,"¿La “otra” novela juvenil?3",10,"Siguiendo a Salinger, el “nuevo género juvenil” se caracterizó por su falta de rigidez, irreverencia y antisolemnidad, lenguaje muchas veces procaz y localista, preocupaciones del presente inmediato"
137,"¿La “otra” novela juvenil?3",10," O los “Kronen” en España, con José Luis Mañas"
137,"¿La “otra” novela juvenil?3",10," En Latinoamérica, escritores como Jaime Bayly en los 90, Sergio Galarza, Alberto Fuguet, entre muchos otros, se inscriben en este “nuevo” género que siempre crítico, desafiante, irónico y antisolemne habla con la voz de los jóvenes"
137,"¿La “otra” novela juvenil?3",10,"En la última década y media de lo que va del nuevo milenio se habla de “novela juvenil” en otros términos"
137,"¿La “otra” novela juvenil?3",10," Los jóvenes –o relativamente jóvenes autores– que hoy escriben las llamadas “novelas juveniles” no están interesados en seguir los pasos de sus antecesores"
137,"¿La “otra” novela juvenil?3",10," Pareciera que la irreverencia, la antisolemnidad, la rebeldía y un largo etcétera que marcó al género inaugurado por Salinger los saturó y prefirieron transitar por caminos menos oscuros, menos tortuosos"
137,"¿La “otra” novela juvenil?3",10," El resultado ha sido impresionante en lo que se refiere al éxito editorial alcanzado"
137,"¿La “otra” novela juvenil?3",10," Escritores como el italiano Federico Moccia, el español Blue Jean (seudónimo de Francisco de Paula Fernández) y John Green, entre muchos otros, han explorado temas relacionados con el amor, la amistad y las inseguridades adolescentes con personajes que usan celulares y están conectados por WhatsApp día y noche"
137,"¿La “otra” novela juvenil?3",10," Los jóvenes lectores y lectoras, bastante más jóvenes que los lectores de la “vieja” novela juvenil, se identifican con las aventuras amorosas –a las que no falta una cierta dosis de sexo y erotismo pero bastante controlado– de los jóvenes protagonistas y leen “de un tirón” estas novelas que escritas con un lenguaje sencillo, en capítulos muy cortos, y con mucho diálogo que facilitan la lectura han encontrado la que parece ser la fórmula del éxito"
137,"¿La “otra” novela juvenil?3",10,"Las editoriales que publican esta ¿“nueva”? novela juvenil, hablan de un boom en el que se suman el cine e internet; un boom que les ha permitido conquistar a un público adolescente que si antes les fue esquivo, hoy es su más apasionado consumidor"
137,"¿La “otra” novela juvenil?3",10," Muchos lectores críticos sostienen que se trata de novelas sin ningún valor: repetitivas, ligeras, simples objetos de consumo; otros (y me incluyo) creen que estas novelas pueden despertar en los jóvenes el gusto por la lectura y desde allí el interés por explorar otros géneros, estilos, historias, lenguajes que no necesariamente respondan a las fórmulas del éxito, del best seller y de la influencia mediática"
138,"Principios y buenas prácticas sobre la protección de las personas privadas de libertad en las Américas1",10,"A los efectos del presente documento, se entiende por “privación de libertad”:"
138,"Principios y buenas prácticas sobre la protección de las personas privadas de libertad en las Américas1",10,"“Cualquier forma de detención, encarcelamiento, institucionalización, o custodia de una persona, por razones de asistencia humanitaria, tratamiento, tutela, protección, o por delitos e infracciones a la ley, ordenada por o bajo el control de facto de una autoridad judicial o administrativa o cualquier otra autoridad, ya sea en una institución pública o privada, en la cual no pueda disponer de su libertad ambulatoria"
139,"Reglamento Nacional de Tránsito2",10,"- Circulación del peatón"
139,"Reglamento Nacional de Tránsito2",10,"El peatón debe circular por las aceras, bermas o franjas laterales, según el caso, sin utilizar la calzada ni provocar molestias o trastornos a los demás usuarios, excepto cuando deba cruzar la calzada o encuentre un obstáculo que esté bloqueando el paso, y en tal caso, debe tomar las precauciones respectivas para evitar accidentes"
139,"Reglamento Nacional de Tránsito2",10," Debe evitar transitar cerca al sardinel o al borde de la calzada"
182,"Locos por el tiempo2",11,"Satélite, radar y redes sociales"
138,"Principios y buenas prácticas sobre la protección de las personas privadas de libertad en las Américas1",10," Se entiende entre esta categoría de personas, no solo a las personas privadas de libertad por delitos o por infracciones e incumplimientos a la ley, ya sean estas procesadas o condenadas, sino también a las personas que están bajo la custodia y la responsabilidad de ciertas instituciones, tales como: hospitales psiquiátricos y otros establecimientos para personas con discapacidades físicas, mentales o sensoriales; instituciones para niños, niñas y adultos mayores; centros para migrantes, refugiados, solicitantes de asilo o refugio, apátridas e indocumentados; y cualquier otra institución similar destinada a la privación de libertad de personas”"
138,"Principios y buenas prácticas sobre la protección de las personas privadas de libertad en las Américas1",10,"Dada la amplitud del anterior concepto, los siguientes principios y buenas prácticas se podrán invocar y aplicar, según cada caso, dependiendo de si se trata de personas privadas de libertad por motivos relacionados con la comisión de delitos o infracciones a la ley, o por razones humanitarias y de protección"
138,"Principios y buenas prácticas sobre la protección de las personas privadas de libertad en las Américas1",10,"Toda persona privada de libertad que esté sujeta a la jurisdicción de cualquiera de los Estados Miembros de la Organización de los Estados Americanos será tratada humanamente, con irrestricto respeto a su dignidad inherente, a sus derechos y garantías fundamentales, y con estricto apego a los instrumentos internacionales sobre derechos humanos"
138,"Principios y buenas prácticas sobre la protección de las personas privadas de libertad en las Américas1",10,"En particular, y tomando en cuenta la posición especial de garante de los Estados frente a las personas privadas de libertad, se les respetará y garantizará su vida e integridad personal, y se asegurarán condiciones mínimas que sean compatibles con su dignidad"
138,"Principios y buenas prácticas sobre la protección de las personas privadas de libertad en las Américas1",10,"Se les protegerá contra todo tipo de amenazas y actos de tortura, ejecución, desaparición forzada, tratos o penas crueles, inhumanos o degradantes, violencia sexual, castigos corporales, castigos colectivos, intervención forzada o tratamiento coercitivo, métodos que tengan como finalidad anular la personalidad o disminuir la capacidad física o mental de la persona"
138,"Principios y buenas prácticas sobre la protección de las personas privadas de libertad en las Américas1",10,"No se podrá invocar circunstancias, tales como, estados de guerra, estados de excepción, situaciones de emergencia, inestabilidad política interna, u otra emergencia nacional o internacional, para evadir el cumplimiento de las obligaciones de respeto y garantía de trato humano a todas las personas privadas de libertad"
138,"Principios y buenas prácticas sobre la protección de las personas privadas de libertad en las Américas1",10,"Toda persona privada de libertad será igual ante la ley, y tendrá derecho a igual protección de la ley y de los tribunales de justicia"
138,"Principios y buenas prácticas sobre la protección de las personas privadas de libertad en las Américas1",10," Tendrá derecho, además, a conservar sus garantías fundamentales y ejercer sus derechos, a excepción de aquellos cuyo ejercicio esté limitado o restringido temporalmente, por disposición de la ley, y por razones inherentes a su condición de personas privadas de libertad"
138,"Principios y buenas prácticas sobre la protección de las personas privadas de libertad en las Américas1",10,"Bajo ninguna circunstancia se discriminará a las personas privadas de libertad por motivos de su raza, origen étnico, nacionalidad, color, sexo, edad, idioma, religión, opiniones políticas o de otra índole, origen nacional o social, posición económica, nacimiento, discapacidad física, mental o sensorial, género, orientación sexual, o cualquiera otra condición social"
138,"Principios y buenas prácticas sobre la protección de las personas privadas de libertad en las Américas1",10," En consecuencia, se prohibirá cualquier distinción, exclusión o restricción que tenga por objeto o por resultado, menoscabar o anular el reconocimiento, goce o ejercicio de los derechos internacionalmente reconocidos a las personas privadas de libertad"
138,"Principios y buenas prácticas sobre la protección de las personas privadas de libertad en las Américas1",10," Estas medidas se aplicarán dentro del marco de la ley y del derecho internacional de los derechos humanos, y estarán siempre sujetas a revisión de un juez u otra autoridad competente, independiente e imparcial"
138,"Principios y buenas prácticas sobre la protección de las personas privadas de libertad en las Américas1",10,"No serán consideradas discriminatorias las medidas que se destinen a proteger exclusivamente los derechos de las mujeres, en particular de las mujeres embarazadas y de las madres lactantes; de los niños y niñas; de las personas adultas mayores; de las personas enfermas o con infecciones, como el VIH-SIDA; de las personas con discapacidad física, mental o sensorial; así como de los pueblos indígenas, afrodescendientes, y de minorías"
138,"Principios y buenas prácticas sobre la protección de las personas privadas de libertad en las Américas1",10,"Las personas privadas de libertad en el marco de los conflictos armados deberán ser objeto de protección y atención conforme al régimen jurídico especial establecido por las normas del derecho internacional humanitario, complementado por las normas del derecho internacional de los derechos humanos"
138,"Principios y buenas prácticas sobre la protección de las personas privadas de libertad en las Américas1",10,"Las medidas y sanciones que se impongan a las personas privadas de libertad se aplicarán con imparcialidad, basándose en criterios objetivos"
139,"Reglamento Nacional de Tránsito2",10,"Artículo 61°"
139,"Reglamento Nacional de Tránsito2",10,"- Obligaciones del peatón"
139,"Reglamento Nacional de Tránsito2",10,"El peatón debe acatar las disposiciones reglamentarias que rigen el tránsito y las indicaciones de los Efectivos de la Policía Nacional del Perú, asignados al control del tránsito"
139,"Reglamento Nacional de Tránsito2",10," Goza de los derechos establecidos en este Reglamento y asume las responsabilidades que se deriven de su incumplimiento"
139,"Reglamento Nacional de Tránsito2",10,"Artículo 62°"
139,"Reglamento Nacional de Tránsito2",10,"- Inclusión en el concepto de peatón por extensión"
139,"Reglamento Nacional de Tránsito2",10,"Las reglas de tránsito para peatones, también se aplican a las personas que usan sillas de ruedas para personas con discapacidad, andadores motorizados y carritos de compras, así como a los vehículos de niños, como triciclos y cochecitos"
139,"Reglamento Nacional de Tránsito2",10,"Artículo 63°"
139,"Reglamento Nacional de Tránsito2",10,"- Derecho de paso del peatón en vías no semaforizadas"
139,"Reglamento Nacional de Tránsito2",10,"El peatón tiene derecho de paso sobre cualquier vehículo, en las intersecciones de las calles no semaforizadas, ni controladas por Efectivos de la Policía Nacional del Perú o por señales oficiales que adviertan lo contrario, siempre y cuando cruce la intersección de forma directa a la acera opuesta y no en forma diagonal, y lo haga cuando los vehículos que se aproximan a la intersección se encuentren a una distancia tal que no representen peligro de atropello"
139,"Reglamento Nacional de Tránsito2",10,"Artículo 64°"
139,"Reglamento Nacional de Tránsito2",10,"- Derecho de paso del peatón en vías semaforizadas"
139,"Reglamento Nacional de Tránsito2",10,"El peatón tiene derecho de paso en las intersecciones semaforizadas o controladas por Efectivos de la Policía Nacional del Perú o por señales oficiales, respecto a los vehículos que giren a la derecha o a la izquierda, con la luz verde"
139,"Reglamento Nacional de Tránsito2",10,"Artículo 65°"
139,"Reglamento Nacional de Tránsito2",10,"- Derecho de paso del peatón en entradas o salidas de áreas de estacionamiento"
139,"Reglamento Nacional de Tránsito2",10,"El peatón tiene derecho de paso, respecto a los vehículos que cruzan la acera para ingresar o salir de áreas de estacionamiento"
139,"Reglamento Nacional de Tránsito2",10,"Artículo 66°"
139,"Reglamento Nacional de Tránsito2",10,"- Preferencia de vehículos de emergencia y oficiales"
139,"Reglamento Nacional de Tránsito2",10,"El peatón no tiene derecho de paso respecto a los vehículos de emergencia autorizados, tales como Vehículos de Bomberos, Ambulancias, Vehículos Policiales, de Serenazgo, Grúas y Auxilio Mecánico, y sobre los vehículos oficiales, cuando estos hagan uso de sus señales audibles y visibles"
139,"Reglamento Nacional de Tránsito2",10,"En intersecciones señalizadas, los peatones deben cruzar la calzada por la zona señalizada o demarcada especialmente para su paso"
139,"Reglamento Nacional de Tránsito2",10," En las intersecciones no señalizadas, el cruce debe realizarse en forma perpendicular a la vía que cruza, desde una esquina hacia otra, y de ser el caso, atendiendo las indicaciones de los Efectivos de la Policía Nacional del Perú"
139,"Reglamento Nacional de Tránsito2",10," Debe evitar cruzar intempestivamente o temerariamente la calzada"
139,"Reglamento Nacional de Tránsito2",10,"Artículo 69°"
139,"Reglamento Nacional de Tránsito2",10,"- Uso de puentes y cruces subterráneos"
139,"Reglamento Nacional de Tránsito2",10,"En vías de tránsito rápido de acceso restringido, los peatones deben cruzar la calzada por los puentes peatonales o cruces subterráneos"
139,"Reglamento Nacional de Tránsito2",10,"Artículo 70°"
139,"Reglamento Nacional de Tránsito2",10,"- Cruce según semáforos"
139,"Reglamento Nacional de Tránsito2",10,"En los lugares donde funcionen semáforos vehiculares los peatones deben cruzar la calzada durante el tiempo que los vehículos permanecen detenidos por la luz roja"
139,"Reglamento Nacional de Tránsito2",10," Donde funcionen semáforos para peatones, estos deben cruzar la calzada al iluminarse el campo verde con el letrero “PASE” y se abstendrán de hacerlo cuando se ilumine el campo rojo con el letrero “ALTO”"
139,"Reglamento Nacional de Tránsito2",10,"Cuando el letrero “PASE”, se vuelva intermitente, tiene el mismo significado que la luz ámbar y los peatones deben abstenerse de comenzar a cruzar la calzada"
139,"Reglamento Nacional de Tránsito2",10,"Artículo 71°"
139,"Reglamento Nacional de Tránsito2",10,"- Uso de semáforos accionados por botones"
139,"Reglamento Nacional de Tránsito2",10,"En las intersecciones en las que existan semáforos peatonales accionados por botones, los peatones deben pulsar el botón y esperar que la señal cambie al letrero “PASE”, para iniciar el cruce de la calzada"
140,"Código de Ética Publicitaria3",10,"Artículo 5°"
140,"Código de Ética Publicitaria3",10,"- Leal competencia"
140,"Código de Ética Publicitaria3",10,"Todo anuncio debe respetar la leal competencia mercantil, evitando que este constituya un acto de competencia desleal"
140,"Código de Ética Publicitaria3",10,"Artículo 6°"
140,"Código de Ética Publicitaria3",10,"- Confusión"
140,"Código de Ética Publicitaria3",10,"La publicidad no debe confundir a los agentes en el mercado respecto del origen empresarial de la actividad, el establecimiento, los productos o servicios ofertados, de manera tal que se considere que estos poseen un origen empresarial distinto al que realmente les corresponde"
140,"Código de Ética Publicitaria3",10,"Infringe el presente Código la imitación del esquema general, el texto, el eslogan, la presentación visual, la música o efectos sonoros de otros mensajes publicitarios nacionales o extranjeros siempre y cuando dicha imitación pueda dar lugar a confusión"
